user,software,device,network,action,resource,rischio
luigi.verdi,e7afb57c_cert,tpm_enclave_88,10.0.0.15,find,utenti,21
hacker,custom_python_script,unknown,93.44.12.1,delete,pazienti,95
mario.rossi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,update,utenti,14
mario.rossi,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,find,utenti,21
alice.medico,e7afb57c_cert,tpm_enclave_88,10.0.0.15,find,utenti,29
luigi.verdi,mozilla_firefox_112,tpm_enclave_88,10.0.0.15,find,utenti,8
alice.medico,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,find,pazienti,12
luigi.verdi,chrome_115,tpm_enclave_88,192.168.1.50,find,cartelle_cliniche,16
alice.medico,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,find,pazienti,11
mario.rossi,custom_python_script,unknown,93.44.12.1,find,config_db,73
mario.rossi,mozilla_firefox_112,tpm_enclave_88,10.0.0.15,insert,utenti,12
luigi.verdi,chrome_115,tpm_enclave_88,192.168.1.50,update,utenti,7
hacker,curl_7.68,unknown,93.44.12.1,drop,system_logs,76
alice.medico,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,insert,pazienti,0
mario.rossi,chrome_115,tpm_enclave_88,192.168.1.50,find,utenti,3
alice.medico,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,insert,cartelle_cliniche,7
mario.rossi,e7afb57c_cert,tpm_enclave_88,10.0.0.15,update,pazienti,3
mario.rossi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,update,utenti,22
alice.medico,e7afb57c_cert,tpm_enclave_88,10.0.0.15,update,cartelle_cliniche,13
mario.rossi,e7afb57c_cert,tpm_enclave_88,10.0.0.15,insert,utenti,18
alice.medico,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,find,cartelle_cliniche,30
luigi.verdi,e7afb57c_cert,tpm_enclave_88,10.0.0.15,authenticate,pazienti,29
alice.medico,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,find,cartelle_cliniche,20
alice.medico,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,authenticate,pazienti,6
alice.medico,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,insert,pazienti,21
luigi.verdi,e7afb57c_cert,tpm_enclave_88,10.0.0.15,find,utenti,22
anonymous,nmap,unknown,93.44.12.1,find,system_logs,82
mario.rossi,curl_7.68,unknown,93.44.12.1,find,pazienti,85
anonymous,custom_python_script,unknown,1.2.3.4,drop,pazienti,87
admin,curl_7.68,unknown,8.8.8.8,find,system_logs,97
mario.rossi,curl_7.68,unknown,93.44.12.1,find,config_db,73
mario.rossi,e7afb57c_cert,tpm_enclave_88,192.168.1.50,authenticate,cartelle_cliniche,11
mario.rossi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,authenticate,pazienti,6
alice.medico,chrome_115,tpm_enclave_88,192.168.1.50,find,cartelle_cliniche,12
mario.rossi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,insert,pazienti,12
mario.rossi,e7afb57c_cert,tpm_enclave_88,10.0.0.15,update,utenti,20
luigi.verdi,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,update,cartelle_cliniche,19
mario.rossi,e7afb57c_cert,tpm_enclave_88,10.0.0.15,find,pazienti,23
luigi.verdi,chrome_115,tpm_enclave_88,192.168.1.50,insert,cartelle_cliniche,5
luigi.verdi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,find,pazienti,16
hacker,curl_7.68,unknown,1.2.3.4,find,config_db,90
luigi.verdi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,find,cartelle_cliniche,20
luigi.verdi,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,find,utenti,10
admin,curl_7.68,unknown,1.2.3.4,delete,config_db,72
luigi.verdi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,authenticate,cartelle_cliniche,10
luigi.verdi,e7afb57c_cert,tpm_enclave_88,10.0.0.15,update,cartelle_cliniche,27
admin,custom_python_script,unknown,8.8.8.8,delete,pazienti,97
alice.medico,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,insert,utenti,8
alice.medico,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,update,cartelle_cliniche,8
anonymous,nmap,unknown,93.44.12.1,delete,config_db,83
alice.medico,mozilla_firefox_112,tpm_enclave_88,10.0.0.15,insert,cartelle_cliniche,26
luigi.verdi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,authenticate,cartelle_cliniche,5
luigi.verdi,e7afb57c_cert,tpm_enclave_88,10.0.0.15,find,pazienti,9
luigi.verdi,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,authenticate,cartelle_cliniche,7
mario.rossi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,authenticate,pazienti,20
mario.rossi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,find,cartelle_cliniche,11
alice.medico,e7afb57c_cert,tpm_enclave_88,10.0.0.15,find,utenti,26
alice.medico,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,insert,utenti,3
mario.rossi,nmap,unknown,1.2.3.4,drop,system_logs,92
luigi.verdi,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,find,cartelle_cliniche,21
mario.rossi,e7afb57c_cert,tpm_enclave_88,192.168.1.50,insert,utenti,4
luigi.verdi,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,find,pazienti,8
anonymous,custom_python_script,unknown,93.44.12.1,delete,config_db,92
alice.medico,chrome_115,tpm_enclave_88,10.0.0.15,insert,utenti,6
alice.medico,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,authenticate,cartelle_cliniche,27
mario.rossi,nmap,missing_tpm,93.44.12.1,find,config_db,73
luigi.verdi,chrome_115,tpm_enclave_88,192.168.1.50,insert,utenti,15
admin,nmap,unknown,8.8.8.8,drop,pazienti,87
luigi.verdi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,insert,utenti,21
alice.medico,chrome_115,tpm_enclave_88,192.168.1.50,find,utenti,13
admin,custom_python_script,missing_tpm,93.44.12.1,drop,config_db,89
alice.medico,e7afb57c_cert,tpm_enclave_88,10.0.0.15,find,pazienti,22
luigi.verdi,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,authenticate,pazienti,7
luigi.verdi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,authenticate,pazienti,8
luigi.verdi,e7afb57c_cert,tpm_enclave_88,192.168.1.50,update,cartelle_cliniche,10
alice.medico,e7afb57c_cert,tpm_enclave_88,10.0.0.15,insert,cartelle_cliniche,12
luigi.verdi,e7afb57c_cert,tpm_enclave_88,192.168.1.50,insert,pazienti,8
alice.medico,e7afb57c_cert,tpm_enclave_88,192.168.1.50,authenticate,utenti,6
luigi.verdi,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,find,utenti,17
alice.medico,e7afb57c_cert,tpm_enclave_88,10.0.0.15,find,pazienti,9
mario.rossi,curl_7.68,missing_tpm,93.44.12.1,delete,pazienti,79
luigi.verdi,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,insert,utenti,21
alice.medico,chrome_115,tpm_enclave_88,192.168.1.50,find,pazienti,24
alice.medico,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,insert,pazienti,14
alice.medico,e7afb57c_cert,tpm_enclave_88,10.0.0.15,authenticate,utenti,7
alice.medico,chrome_115,tpm_enclave_88,10.0.0.15,authenticate,pazienti,5
alice.medico,e7afb57c_cert,tpm_enclave_88,10.0.0.15,insert,pazienti,20
hacker,nmap,missing_tpm,8.8.8.8,delete,pazienti,71
alice.medico,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,insert,pazienti,15
anonymous,custom_python_script,unknown,8.8.8.8,delete,pazienti,85
luigi.verdi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,find,pazienti,18
luigi.verdi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,authenticate,utenti,13
luigi.verdi,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,authenticate,utenti,28
mario.rossi,custom_python_script,unknown,8.8.8.8,delete,system_logs,89
anonymous,custom_python_script,unknown,8.8.8.8,drop,config_db,77
luigi.verdi,mozilla_firefox_112,tpm_enclave_88,10.0.0.15,update,cartelle_cliniche,11
luigi.verdi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,authenticate,pazienti,3
alice.medico,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,authenticate,utenti,12
alice.medico,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,insert,utenti,30
hacker,nmap,missing_tpm,93.44.12.1,find,pazienti,79
hacker,curl_7.68,missing_tpm,1.2.3.4,drop,config_db,79
anonymous,curl_7.68,unknown,8.8.8.8,drop,config_db,72
hacker,curl_7.68,unknown,93.44.12.1,drop,pazienti,80
mario.rossi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,insert,pazienti,25
alice.medico,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,find,pazienti,26
alice.medico,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,authenticate,cartelle_cliniche,13
mario.rossi,curl_7.68,missing_tpm,93.44.12.1,delete,pazienti,90
mario.rossi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,insert,pazienti,5
alice.medico,chrome_115,tpm_enclave_88,10.0.0.15,insert,cartelle_cliniche,9
hacker,curl_7.68,unknown,1.2.3.4,drop,system_logs,75
alice.medico,chrome_115,tpm_enclave_88,192.168.1.50,find,cartelle_cliniche,26
alice.medico,mozilla_firefox_112,tpm_enclave_88,10.0.0.15,find,cartelle_cliniche,10
luigi.verdi,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,update,cartelle_cliniche,8
alice.medico,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,find,pazienti,0
alice.medico,e7afb57c_cert,tpm_enclave_88,192.168.1.50,insert,utenti,14
alice.medico,chrome_115,tpm_enclave_88,192.168.1.50,find,utenti,17
alice.medico,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,insert,cartelle_cliniche,8
mario.rossi,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,insert,cartelle_cliniche,26
anonymous,custom_python_script,unknown,8.8.8.8,drop,config_db,91
luigi.verdi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,find,cartelle_cliniche,30
mario.rossi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,update,utenti,7
admin,custom_python_script,missing_tpm,1.2.3.4,drop,pazienti,93
alice.medico,chrome_115,tpm_enclave_88,10.0.0.15,authenticate,cartelle_cliniche,15
luigi.verdi,e7afb57c_cert,tpm_enclave_88,192.168.1.50,find,cartelle_cliniche,5
luigi.verdi,mozilla_firefox_112,tpm_enclave_88,10.0.0.15,update,pazienti,22
admin,curl_7.68,unknown,93.44.12.1,find,system_logs,95
hacker,custom_python_script,unknown,93.44.12.1,find,pazienti,77
alice.medico,e7afb57c_cert,tpm_enclave_88,10.0.0.15,insert,utenti,7
luigi.verdi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,insert,utenti,24
mario.rossi,curl_7.68,unknown,1.2.3.4,find,config_db,82
mario.rossi,custom_python_script,missing_tpm,1.2.3.4,find,pazienti,91
mario.rossi,e7afb57c_cert,tpm_enclave_88,192.168.1.50,find,pazienti,3
luigi.verdi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,authenticate,utenti,27
anonymous,custom_python_script,missing_tpm,8.8.8.8,delete,pazienti,75
luigi.verdi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,authenticate,utenti,6
luigi.verdi,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,insert,utenti,28
mario.rossi,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,find,utenti,22
luigi.verdi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,authenticate,pazienti,0
luigi.verdi,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,find,utenti,26
admin,nmap,missing_tpm,1.2.3.4,delete,system_logs,77
luigi.verdi,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,update,pazienti,19
alice.medico,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,update,pazienti,6
alice.medico,mozilla_firefox_112,tpm_enclave_88,10.0.0.15,insert,pazienti,21
luigi.verdi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,authenticate,cartelle_cliniche,18
mario.rossi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,find,cartelle_cliniche,24
luigi.verdi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,find,utenti,11
alice.medico,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,find,cartelle_cliniche,30
mario.rossi,e7afb57c_cert,tpm_enclave_88,192.168.1.50,insert,utenti,2
alice.medico,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,update,utenti,5
anonymous,curl_7.68,missing_tpm,93.44.12.1,delete,config_db,81
luigi.verdi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,update,utenti,13
alice.medico,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,insert,utenti,29
alice.medico,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,authenticate,pazienti,15
mario.rossi,chrome_115,tpm_enclave_88,192.168.1.50,authenticate,pazienti,17
hacker,curl_7.68,missing_tpm,93.44.12.1,drop,system_logs,72
mario.rossi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,authenticate,pazienti,1
mario.rossi,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,update,pazienti,28
luigi.verdi,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,find,utenti,2
mario.rossi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,insert,utenti,13
mario.rossi,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,authenticate,cartelle_cliniche,9
mario.rossi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,update,pazienti,3
mario.rossi,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,find,cartelle_cliniche,13
admin,curl_7.68,unknown,1.2.3.4,delete,pazienti,98
mario.rossi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,authenticate,utenti,6
mario.rossi,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,update,utenti,29
anonymous,custom_python_script,unknown,1.2.3.4,find,config_db,86
alice.medico,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,authenticate,cartelle_cliniche,20
anonymous,custom_python_script,missing_tpm,1.2.3.4,delete,system_logs,92
mario.rossi,curl_7.68,unknown,93.44.12.1,delete,system_logs,85
mario.rossi,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,authenticate,pazienti,18
luigi.verdi,e7afb57c_cert,tpm_enclave_88,192.168.1.50,authenticate,pazienti,4
luigi.verdi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,find,cartelle_cliniche,28
mario.rossi,chrome_115,tpm_enclave_88,192.168.1.50,insert,cartelle_cliniche,4
luigi.verdi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,insert,utenti,27
alice.medico,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,authenticate,cartelle_cliniche,8
alice.medico,chrome_115,tpm_enclave_88,192.168.1.50,update,utenti,3
luigi.verdi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,update,pazienti,7
luigi.verdi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,find,utenti,10
mario.rossi,chrome_115,tpm_enclave_88,192.168.1.50,update,pazienti,1
alice.medico,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,update,pazienti,18
mario.rossi,curl_7.68,unknown,8.8.8.8,find,system_logs,71
anonymous,custom_python_script,unknown,93.44.12.1,find,system_logs,99
mario.rossi,chrome_115,tpm_enclave_88,192.168.1.50,authenticate,pazienti,18
hacker,nmap,missing_tpm,8.8.8.8,find,system_logs,72
mario.rossi,chrome_115,tpm_enclave_88,10.0.0.15,insert,cartelle_cliniche,14
alice.medico,chrome_115,tpm_enclave_88,192.168.1.50,find,pazienti,23
alice.medico,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,update,utenti,24
luigi.verdi,chrome_115,tpm_enclave_88,192.168.1.50,authenticate,cartelle_cliniche,12
alice.medico,chrome_115,tpm_enclave_88,192.168.1.50,find,utenti,0
mario.rossi,curl_7.68,unknown,1.2.3.4,delete,config_db,71
mario.rossi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,update,cartelle_cliniche,12
mario.rossi,e7afb57c_cert,tpm_enclave_88,192.168.1.50,insert,pazienti,1
luigi.verdi,e7afb57c_cert,tpm_enclave_88,192.168.1.50,insert,utenti,4
alice.medico,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,update,utenti,15
mario.rossi,e7afb57c_cert,tpm_enclave_88,10.0.0.15,update,pazienti,12
mario.rossi,mozilla_firefox_112,tpm_enclave_88,10.0.0.15,find,pazienti,0
alice.medico,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,insert,cartelle_cliniche,20
mario.rossi,e7afb57c_cert,tpm_enclave_88,10.0.0.15,authenticate,pazienti,3
luigi.verdi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,update,cartelle_cliniche,25
luigi.verdi,chrome_115,tpm_enclave_88,192.168.1.50,insert,utenti,8
admin,nmap,unknown,93.44.12.1,delete,system_logs,76
mario.rossi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,authenticate,cartelle_cliniche,26
luigi.verdi,e7afb57c_cert,tpm_enclave_88,10.0.0.15,find,pazienti,6
admin,curl_7.68,unknown,1.2.3.4,drop,system_logs,92
hacker,curl_7.68,missing_tpm,8.8.8.8,drop,config_db,70
mario.rossi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,update,pazienti,13
alice.medico,e7afb57c_cert,tpm_enclave_88,10.0.0.15,insert,utenti,23
alice.medico,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,find,utenti,20
mario.rossi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,insert,pazienti,27
mario.rossi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,insert,cartelle_cliniche,26
alice.medico,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,find,pazienti,20
luigi.verdi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,update,cartelle_cliniche,30
anonymous,custom_python_script,missing_tpm,93.44.12.1,find,system_logs,83
admin,nmap,unknown,1.2.3.4,drop,config_db,94
admin,custom_python_script,unknown,1.2.3.4,delete,pazienti,87
alice.medico,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,find,cartelle_cliniche,16
alice.medico,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,update,utenti,24
luigi.verdi,e7afb57c_cert,tpm_enclave_88,192.168.1.50,authenticate,cartelle_cliniche,30
alice.medico,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,find,cartelle_cliniche,19
alice.medico,mozilla_firefox_112,tpm_enclave_88,10.0.0.15,update,pazienti,18
luigi.verdi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,authenticate,cartelle_cliniche,3
mario.rossi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,find,utenti,13
luigi.verdi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,insert,cartelle_cliniche,30
mario.rossi,e7afb57c_cert,tpm_enclave_88,10.0.0.15,insert,cartelle_cliniche,22
anonymous,nmap,missing_tpm,1.2.3.4,drop,system_logs,98
alice.medico,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,authenticate,utenti,6
mario.rossi,mozilla_firefox_112,tpm_enclave_88,10.0.0.15,update,pazienti,29
luigi.verdi,chrome_115,tpm_enclave_88,10.0.0.15,find,pazienti,25
luigi.verdi,e7afb57c_cert,tpm_enclave_88,192.168.1.50,update,cartelle_cliniche,4
anonymous,custom_python_script,missing_tpm,8.8.8.8,drop,system_logs,86
luigi.verdi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,update,pazienti,17
alice.medico,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,authenticate,cartelle_cliniche,28
luigi.verdi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,authenticate,utenti,20
hacker,custom_python_script,missing_tpm,1.2.3.4,drop,config_db,91
mario.rossi,mozilla_firefox_112,tpm_enclave_88,10.0.0.15,authenticate,pazienti,15
luigi.verdi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,update,cartelle_cliniche,21
alice.medico,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,find,pazienti,14
mario.rossi,e7afb57c_cert,tpm_enclave_88,10.0.0.15,authenticate,cartelle_cliniche,30
anonymous,nmap,unknown,93.44.12.1,find,pazienti,76
alice.medico,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,update,cartelle_cliniche,17
admin,custom_python_script,unknown,8.8.8.8,find,pazienti,87
luigi.verdi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,authenticate,utenti,14
luigi.verdi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,authenticate,cartelle_cliniche,6
alice.medico,e7afb57c_cert,tpm_enclave_88,10.0.0.15,authenticate,cartelle_cliniche,16
mario.rossi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,update,pazienti,9
anonymous,custom_python_script,unknown,8.8.8.8,find,config_db,88
mario.rossi,nmap,missing_tpm,1.2.3.4,delete,config_db,85
alice.medico,e7afb57c_cert,tpm_enclave_88,192.168.1.50,insert,cartelle_cliniche,16
hacker,curl_7.68,missing_tpm,8.8.8.8,delete,config_db,93
mario.rossi,custom_python_script,unknown,8.8.8.8,delete,config_db,86
alice.medico,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,find,cartelle_cliniche,4
mario.rossi,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,insert,cartelle_cliniche,1
luigi.verdi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,authenticate,utenti,16
hacker,curl_7.68,unknown,1.2.3.4,drop,config_db,72
luigi.verdi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,update,pazienti,15
luigi.verdi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,find,pazienti,1
alice.medico,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,find,cartelle_cliniche,30
luigi.verdi,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,authenticate,utenti,7
luigi.verdi,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,insert,cartelle_cliniche,1
alice.medico,chrome_115,tpm_enclave_88,10.0.0.15,insert,pazienti,20
mario.rossi,curl_7.68,missing_tpm,8.8.8.8,drop,pazienti,89
hacker,nmap,unknown,93.44.12.1,find,pazienti,70
alice.medico,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,authenticate,cartelle_cliniche,20
luigi.verdi,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,update,cartelle_cliniche,18
luigi.verdi,chrome_115,tpm_enclave_88,192.168.1.50,update,utenti,2
admin,custom_python_script,unknown,1.2.3.4,delete,pazienti,81
mario.rossi,curl_7.68,unknown,93.44.12.1,drop,config_db,85
luigi.verdi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,insert,utenti,29
luigi.verdi,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,authenticate,utenti,8
alice.medico,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,find,pazienti,6
luigi.verdi,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,authenticate,utenti,8
alice.medico,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,find,cartelle_cliniche,1
admin,curl_7.68,unknown,93.44.12.1,drop,pazienti,91
mario.rossi,e7afb57c_cert,tpm_enclave_88,192.168.1.50,find,utenti,4
mario.rossi,chrome_115,tpm_enclave_88,10.0.0.15,insert,utenti,19
mario.rossi,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,update,utenti,20
alice.medico,e7afb57c_cert,tpm_enclave_88,192.168.1.50,insert,cartelle_cliniche,7
alice.medico,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,find,cartelle_cliniche,16
mario.rossi,e7afb57c_cert,tpm_enclave_88,192.168.1.50,update,pazienti,4
alice.medico,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,update,pazienti,30
mario.rossi,mozilla_firefox_112,tpm_enclave_88,10.0.0.15,insert,utenti,23
mario.rossi,curl_7.68,unknown,8.8.8.8,find,pazienti,75
alice.medico,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,authenticate,pazienti,30
mario.rossi,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,insert,pazienti,12
luigi.verdi,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,find,pazienti,13
mario.rossi,e7afb57c_cert,tpm_enclave_88,10.0.0.15,insert,pazienti,21
luigi.verdi,chrome_115,tpm_enclave_88,192.168.1.50,find,pazienti,27
alice.medico,mozilla_firefox_112,tpm_enclave_88,10.0.0.15,update,cartelle_cliniche,15
alice.medico,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,insert,pazienti,23
admin,nmap,missing_tpm,8.8.8.8,find,system_logs,84
mario.rossi,nmap,missing_tpm,8.8.8.8,delete,pazienti,82
luigi.verdi,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,update,cartelle_cliniche,10
luigi.verdi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,authenticate,cartelle_cliniche,2
alice.medico,e7afb57c_cert,tpm_enclave_88,192.168.1.50,find,utenti,1
luigi.verdi,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,authenticate,utenti,7
luigi.verdi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,authenticate,pazienti,12
hacker,curl_7.68,missing_tpm,93.44.12.1,drop,pazienti,83
alice.medico,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,insert,utenti,5
mario.rossi,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,find,utenti,21
luigi.verdi,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,find,pazienti,18
mario.rossi,custom_python_script,unknown,93.44.12.1,delete,config_db,73
luigi.verdi,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,update,pazienti,20
